order_id,order_date,first_name,last_name,total_amount
US-2017-148362,07-01-2017,Karen,Ferguson,443.92
CA-2017-149559,09-11-2017,Karen,Ferguson,12.96
CA-2017-166296,3/13/2017,Karen,Ferguson,314.55
CA-2016-157763,7/18/2016,Katharine,Harms,140.81
CA-2016-153577,6/27/2016,Katharine,Harms,37.464
CA-2017-158120,11/17/2017,Katharine,Harms,19.608
CA-2017-128944,6/19/2017,Katharine,Harms,760.116
CA-2014-138359,04-01-2014,Katharine,Harms,66.96
CA-2017-120404,11/20/2017,Katharine,Harms,2.97
CA-2014-140396,11/20/2014,Katharine,Harms,34.74
CA-2014-160738,05-05-2014,Katharine,Harms,45.248
CA-2016-137743,7/30/2016,Katherine,Hughes,9.248
US-2017-158526,12/29/2017,Katherine,Hughes,1207.84
CA-2014-118304,4/29/2014,Katherine,Hughes,19.98
CA-2016-101469,07-02-2016,Katherine,Hughes,7.7
CA-2017-131156,04-03-2017,Katherine,Hughes,25.472
CA-2014-127166,5/21/2014,Katherine,Hughes,56.064
CA-2015-104948,11/13/2015,Keith,Herrera,9.872
CA-2017-117457,12-08-2017,Keith,Herrera,179.95
CA-2014-138023,8/15/2014,Keith,Herrera,30.96
US-2014-109036,12/20/2014,Keith,Herrera,31.05
CA-2015-133242,6/18/2015,Keith,Herrera,60.84
CA-2014-152233,10-05-2014,Keith,Herrera,99.98
CA-2017-111262,10/28/2017,Keith,Herrera,24
CA-2017-147403,09-10-2017,Ken,Heidel,85.056
CA-2015-132633,02-03-2015,Ken,Heidel,12.144
CA-2017-166898,09-11-2017,Ken,Heidel,143.952
CA-2017-164049,11-02-2017,Ken,Heidel,23.85
CA-2016-103037,7/25/2016,Ken,Heidel,15.712
CA-2015-109575,9/18/2015,Ken,Heidel,41.96
CA-2014-102673,11-01-2014,Ken,Heidel,7.52
CA-2017-152275,10-01-2017,Ken,Heidel,6.672
CA-2016-100153,12/13/2016,Ken,Heidel,63.88
CA-2016-103891,07-12-2016,Kristen,Hastings,95.76
CA-2017-163979,12/28/2017,Kristen,Hastings,725.84
CA-2015-150714,10/26/2015,Kristen,Hastings,146.544
CA-2017-118864,6/15/2017,Kristen,Hastings,119.96
CA-2014-163223,3/21/2014,Kristen,Hastings,3499.93
CA-2015-119102,5/23/2015,Kristen,Hastings,51.45
US-2015-120957,12-07-2015,Kristen,Hastings,12.96
US-2016-153815,11-06-2016,Kelly,Lampkin,207.984
CA-2017-147333,12/14/2017,Kelly,Lampkin,159.8
CA-2017-103478,7/21/2017,Kelly,Lampkin,2.864
CA-2014-111451,12/26/2014,Kelly,Lampkin,300.416
US-2014-141215,6/15/2014,Kelly,Lampkin,99.918
CA-2017-160395,12/31/2016,Kelly,Lampkin,3.64
CA-2017-147760,11-04-2017,Kelly,Lampkin,523.764
US-2016-129469,9/23/2016,Kelly,Lampkin,532.704
CA-2014-143917,7/25/2014,Ken,Lonsdale,53.72
CA-2015-115798,11/13/2015,Ken,Lonsdale,377.97
CA-2014-154641,08-11-2014,Ken,Lonsdale,375.34
CA-2017-112900,04-09-2017,Ken,Lonsdale,478.24
CA-2015-128167,6/22/2015,Ken,Lonsdale,4.96
CA-2016-157749,06-04-2016,Ken,Lonsdale,25.92
CA-2016-133725,5/23/2016,Ken,Lonsdale,1979.928
CA-2016-157742,12/29/2016,Ken,Lonsdale,27.792
CA-2017-164042,5/23/2017,Ken,Lonsdale,1.824
CA-2016-133550,7/31/2016,Ken,Lonsdale,283.14
CA-2015-131072,11-05-2015,Ken,Lonsdale,98.352
US-2017-140312,11/13/2017,Ken,Lonsdale,22
US-2015-138093,12-10-2015,Kalyca,Meade,27.36
CA-2017-137463,12/16/2017,Kalyca,Meade,5.984
CA-2015-108665,07-06-2015,Kalyca,Meade,13.96
CA-2016-119935,11-10-2016,Kalyca,Meade,37.3
CA-2017-148012,12-09-2017,Kalyca,Meade,2.624
CA-2017-116358,11-02-2017,Kalyca,Meade,18.24
CA-2014-143903,7/20/2014,Katherine,Murray,342.864
CA-2015-148628,12-06-2015,Katherine,Murray,32.75
CA-2016-159212,11-01-2016,Katherine,Murray,21.8
CA-2014-133592,12/31/2014,Katherine,Murray,195.64
CA-2017-135937,2/20/2017,Katherine,Murray,333.576
CA-2016-149454,7/25/2016,Katherine,Murray,10.44
CA-2017-159135,11-04-2017,Katherine,Murray,4.3
CA-2015-163734,6/19/2015,Katherine,Murray,228.92
CA-2016-132990,08-01-2016,Khloe,Miller,19.312
CA-2017-154116,12/15/2017,Khloe,Miller,22.83
CA-2014-133543,12/22/2014,Khloe,Miller,11.76
CA-2016-140046,7/28/2016,Khloe,Miller,18.9
US-2015-168732,12-10-2015,Khloe,Miller,1.78
CA-2014-126760,7/26/2014,Kunst,Miller,911.984
CA-2014-169033,3/30/2014,Kunst,Miller,49.65
US-2014-157021,04-01-2014,Kunst,Miller,29.6
CA-2015-135545,11/24/2015,Kunst,Miller,13.98
CA-2016-109666,4/19/2016,Kunst,Miller,25.98
CA-2014-100678,4/18/2014,Kunst,Miller,2.688
CA-2017-167395,12-02-2017,Kunst,Miller,286.86
US-2015-106873,9/24/2015,Kunst,Miller,14.576
CA-2017-113460,11-07-2017,Katherine,Nockton,272.97
CA-2015-132388,10-10-2015,Katherine,Nockton,362.136
CA-2017-113908,06-03-2017,Katherine,Nockton,384.768
CA-2017-129581,12-11-2017,Katherine,Nockton,128.85
CA-2014-132864,12-02-2014,Katherine,Nockton,119.8
CA-2015-109001,03-05-2015,Katherine,Nockton,466.158
CA-2015-154823,8/21/2015,Katherine,Nockton,12.828
CA-2017-140802,4/21/2017,Katherine,Nockton,47.976
CA-2017-164959,07-11-2017,Katherine,Nockton,8.67
CA-2015-155145,12/27/2015,Kean,Nguyen,7.92
CA-2014-154599,04-12-2014,Kean,Nguyen,1075.088
CA-2014-112718,12/16/2014,Kean,Nguyen,1.167
CA-2015-123456,07-09-2015,Kean,Nguyen,48.632
CA-2017-155621,11-08-2017,Kean,Nguyen,274.2
CA-2016-140613,7/22/2016,Kristina,Nunn,86.2
CA-2014-107524,03-02-2014,Kristina,Nunn,11.36
CA-2015-105613,10/18/2015,Kristina,Nunn,27.696
CA-2014-157609,3/16/2014,Kristina,Nunn,471.92
CA-2017-102554,06-11-2017,Kristina,Nunn,3.76
CA-2017-138422,9/23/2017,Kristina,Nunn,14.352
CA-2017-126067,8/28/2017,Kristina,Nunn,35.168
US-2014-143287,11-11-2014,Kristina,Nunn,46.35
CA-2017-155824,03-10-2017,Karen,Seio,48.784
CA-2015-155124,3/15/2015,Karen,Seio,16.776
CA-2015-169677,1/13/2015,Karen,Seio,9.82
CA-2014-146283,09-08-2014,Kean,Takahito,17.904
CA-2016-112060,12-04-2016,Kean,Takahito,104.85
US-2014-117170,9/17/2014,Kean,Takahito,47.984
US-2016-133879,3/21/2016,Kean,Takahito,3.168
CA-2015-158456,12/24/2015,Kean,Takahito,19.936
US-2014-151925,9/26/2014,Kean,Takahito,145.568
CA-2016-112669,4/14/2016,Kean,Takahito,933.536
US-2014-140116,03-10-2014,Kean,Thornton,636.408
CA-2015-132570,10/31/2015,Kean,Thornton,2.78
CA-2016-146206,09-10-2016,Kean,Thornton,300.93
CA-2014-155887,05-12-2014,Kean,Thornton,700.056
CA-2017-123351,9/21/2017,Kean,Thornton,80.48
CA-2017-159107,6/24/2017,Kean,Thornton,2.88
CA-2014-116666,05-08-2014,Kean,Thornton,1799.97
CA-2017-105326,8/20/2017,Kean,Thornton,25.92
CA-2017-126718,4/29/2017,Kean,Thornton,4.91
CA-2017-142461,5/30/2017,Kean,Thornton,204.6664
CA-2017-115805,7/31/2017,Katrina,Willman,36.792
CA-2015-102491,8/24/2015,Katrina,Willman,3080
CA-2016-146682,10/29/2016,Katrina,Willman,67
US-2015-149692,12-06-2015,Katrina,Willman,2.772
CA-2017-144904,9/25/2017,Katrina,Willman,20.7
CA-2015-102722,4/18/2015,Kelly,Williams,106.5
CA-2014-140886,9/30/2014,Kelly,Williams,69.216
US-2015-124219,08-07-2015,Kelly,Williams,28.4
US-2015-158589,11/20/2015,Kelly,Williams,32.04
CA-2016-122903,5/27/2016,Laura,Armstrong,3504.9
CA-2014-107811,4/29/2014,Laura,Armstrong,561.584
CA-2016-132829,12/23/2016,Laura,Armstrong,453.576
CA-2016-155187,9/24/2016,Laura,Armstrong,41.96
CA-2016-108882,01-09-2016,Laura,Armstrong,349.95
CA-2016-123806,11/24/2016,Laura,Armstrong,207.76
CA-2015-129700,05-04-2015,Laura,Armstrong,22.288
CA-2015-125395,6/26/2015,Laura,Armstrong,41.9
CA-2014-163552,07-11-2014,Laura,Armstrong,177.2
CA-2016-164091,9/17/2016,Laura,Armstrong,437.85
CA-2017-130771,7/29/2017,Laura,Armstrong,2.896
CA-2016-111115,7/25/2016,Larry,Blacks,21.48
CA-2017-160045,4/26/2017,Larry,Blacks,1.988
CA-2017-154088,11-12-2017,Larry,Blacks,26.72
CA-2016-124583,09-01-2016,Laurel,Beltran,12.78
US-2016-157490,10-06-2016,Laurel,Beltran,703.71
CA-2017-118199,05-09-2017,Laurel,Beltran,147.92
CA-2016-131968,11-11-2016,Laurel,Beltran,9.888
US-2014-150119,4/23/2014,Laurel,Beltran,281.372
US-2016-162103,11/13/2016,Laurel,Beltran,3.136
US-2016-155768,12-01-2016,Laurel,Beltran,31.96
CA-2017-147032,7/31/2017,Laurel,Beltran,11.54
CA-2017-113705,3/27/2017,Lena,Cacioppo,8.26
CA-2016-111283,2/29/2016,Lena,Cacioppo,111.104
CA-2016-167584,08-12-2016,Lena,Cacioppo,6.48
US-2015-156867,11/13/2015,Lena,Cacioppo,238.896
US-2017-125647,9/23/2017,Lena,Cacioppo,73.176
CA-2016-110898,03-06-2016,Lena,Cacioppo,2.334
CA-2017-118017,12-03-2017,Lena,Cacioppo,13.344
CA-2015-150770,05-03-2015,Lena,Cacioppo,8.82
CA-2016-107146,6/17/2016,Lena,Creighton,266.352
US-2015-163825,6/16/2015,Lena,Creighton,3050.376
CA-2016-103359,12/22/2016,Lena,Creighton,25.584
CA-2015-106362,12-11-2015,Lena,Creighton,10.332
US-2017-113992,12/14/2017,Lena,Creighton,974.988
CA-2016-145583,10/13/2016,Lena,Creighton,20.04
CA-2014-139192,5/27/2014,Lena,Creighton,1113.504
CA-2015-157133,11/28/2015,Lena,Creighton,151.96
CA-2015-124058,11/20/2015,Lena,Creighton,72.744
CA-2017-143861,06-12-2017,Lena,Creighton,17.088
CA-2014-110100,4/25/2014,Lena,Creighton,302.376
CA-2017-157448,11/16/2017,Lena,Creighton,119.94
CA-2016-107202,5/21/2016,Linda,Cazamias,2396.4
CA-2016-111913,08-04-2016,Linda,Cazamias,302.384
CA-2014-109491,2/20/2014,Linda,Cazamias,62.31
CA-2017-120999,09-10-2017,Linda,Cazamias,147.168
CA-2016-152289,8/26/2016,Linda,Cazamias,159.984
US-2017-137491,11/19/2017,Linda,Cazamias,305.312
CA-2017-167080,06-10-2017,Linda,Cazamias,8.4
CA-2016-143476,09-11-2016,Linda,Cazamias,2.912
US-2016-139262,2/21/2016,Lindsay,Castell,3.762
CA-2016-105753,10/20/2016,Lindsay,Castell,61.1
CA-2015-132276,2/23/2015,Lindsay,Castell,26.88
CA-2015-111038,12-01-2015,Lindsay,Castell,2676.672
US-2017-119319,11-06-2017,Liz,Carlisle,30.56
CA-2017-137498,09-09-2017,Liz,Carlisle,6.56
CA-2014-129147,11-02-2014,Liz,Carlisle,539.964
CA-2016-118514,02-03-2016,Liz,Carlisle,866.4
CA-2014-115161,1/31/2014,Liz,Carlisle,290.666
CA-2014-102869,09-09-2014,Logan,Currie,15.552
CA-2015-119907,12-01-2015,Logan,Currie,55.424
CA-2016-137043,12/23/2016,Logan,Currie,572.76
US-2017-116701,12/17/2017,Logan,Currie,66.284
CA-2016-130477,04-08-2016,Logan,Currie,20.04
CA-2017-133431,12/17/2017,Logan,Currie,15.24
CA-2017-169439,09-09-2017,Logan,Currie,25.92
CA-2016-101693,6/25/2016,Logan,Currie,85.246
CA-2017-162789,9/22/2017,Logan,Currie,1071
CA-2016-152331,6/26/2016,Lela,Donovan,5.304
CA-2014-124856,9/29/2014,Lisa,DeCherney,1395.54
CA-2016-142762,5/23/2016,Lisa,DeCherney,37.05
CA-2016-139878,11-11-2016,Lisa,DeCherney,257.98
CA-2016-116379,11-07-2016,Lisa,DeCherney,57.584
CA-2015-131779,06-12-2015,Laurel,Elliston,29.9
US-2014-117058,5/27/2014,Laurel,Elliston,17.46
CA-2016-157245,5/19/2016,Laurel,Elliston,641.96
CA-2017-108329,12-09-2017,Laurel,Elliston,444.768
US-2017-150595,5/22/2017,Laurel,Elliston,181.986
CA-2014-100706,12/16/2014,Laurel,Elliston,99.98
CA-2014-113166,12/24/2014,Luke,Foster,9.568
CA-2016-106341,10/20/2016,Luke,Foster,7.152
CA-2015-109512,03-05-2015,Luke,Foster,29.34
CA-2017-148264,12-08-2017,Luke,Foster,29.79
CA-2017-118521,2/16/2017,Luke,Foster,37.94
CA-2014-110030,12-06-2014,Luke,Foster,23.976
CA-2014-169019,7/26/2014,Luke,Foster,2177.584
CA-2017-133235,08-01-2017,Larry,Hughes,271.96
CA-2014-117478,9/21/2014,Larry,Hughes,6.57
CA-2017-129707,4/25/2017,Larry,Hughes,8.896
US-2017-103814,12-09-2017,Lena,Hernandez,143.856
CA-2014-123323,11-07-2014,Lena,Hernandez,123.144
CA-2016-113733,12-08-2016,Lena,Hernandez,249.584
US-2015-136749,12/25/2015,Lena,Hernandez,275.88
CA-2014-126277,9/13/2014,Lena,Hernandez,2.502
CA-2014-109855,09-01-2014,Lena,Hernandez,23.744
CA-2016-169194,6/20/2016,Lena,Hernandez,45
US-2017-169320,7/23/2017,Lena,Hernandez,11.68
US-2014-156559,8/19/2014,Lena,Hernandez,638.82
CA-2016-166443,11-04-2016,Lisa,Hazard,38.29
CA-2015-114923,02-08-2015,Lisa,Hazard,107.982
US-2014-115987,09-08-2014,Lisa,Hazard,51.184
CA-2017-105991,05-05-2017,Lisa,Hazard,21.24
CA-2014-113320,12-12-2014,Logan,Haushalter,12.54
US-2016-131912,10/29/2016,Logan,Haushalter,11.744
CA-2016-144092,11-05-2016,Logan,Haushalter,72
CA-2016-154739,12-10-2016,Logan,Haushalter,321.568
US-2016-139486,5/21/2016,Logan,Haushalter,55.176
US-2016-131149,07-10-2016,Logan,Haushalter,338.04
CA-2016-141019,5/14/2016,Logan,Haushalter,79.384
CA-2015-121965,6/19/2015,Logan,Haushalter,12.56
CA-2016-133340,12-09-2016,Logan,Haushalter,10.9
US-2017-163195,2/17/2017,Lauren,Leatherbury,29.16
CA-2015-164833,06-04-2015,Lauren,Leatherbury,7.38
CA-2014-134061,4/29/2014,Lauren,Leatherbury,17.46
CA-2015-137974,4/16/2015,Lauren,Leatherbury,569.64
CA-2017-120222,4/25/2017,Lauren,Leatherbury,19.05
CA-2014-153927,08-12-2014,Lauren,Leatherbury,14.04
CA-2016-105263,08-06-2016,Liz,MacKendrick,38.34
CA-2016-105277,12-04-2016,Liz,MacKendrick,15.528
US-2015-120161,12/18/2015,Liz,MacKendrick,646.776
CA-2014-104283,6/27/2014,Liz,MacKendrick,306.2
CA-2015-169740,2/20/2015,Liz,MacKendrick,29.99
CA-2015-143238,09-06-2015,Lori,Olson,46.32
CA-2017-118367,10/28/2017,Lori,Olson,47.98
CA-2017-141572,5/28/2017,Lori,Olson,247.44
CA-2017-163860,12/28/2017,Lori,Olson,1.68
CA-2015-104038,02-06-2015,Lori,Olson,146.73
CA-2016-116722,11-11-2016,Liz,Pelletier,41.96
CA-2017-133823,05-11-2017,Liz,Pelletier,37.44
CA-2017-118731,11/20/2017,Liz,Pelletier,42.6
CA-2014-159814,6/24/2014,Liz,Pelletier,4.272
CA-2016-112830,06-06-2016,Liz,Preis,466.32
CA-2017-121804,03-03-2017,Liz,Preis,72.8
CA-2016-118969,10-02-2016,Liz,Preis,54.792
CA-2017-102736,09-05-2017,Liz,Preis,89.568
CA-2017-121790,1/30/2017,Liz,Preis,69.375
CA-2016-103709,09-08-2016,Liz,Preis,14.88
CA-2017-106782,12/21/2017,Liz,Preis,375.34
CA-2017-109183,12-04-2017,Lena,Radford,649
CA-2015-141327,11/30/2015,Lena,Radford,6.048
CA-2016-125206,01-03-2016,Lena,Radford,114.46
CA-2014-131450,08-08-2014,Lena,Radford,76.12
US-2016-148803,12-11-2016,Lena,Radford,85.224
CA-2016-126732,09-02-2016,Lena,Radford,94.68
CA-2014-109918,09-07-2014,Lisa,Ryan,27.36
CA-2016-143406,9/26/2016,Lisa,Ryan,93.032
CA-2015-102876,09-07-2015,Lisa,Ryan,9.522
CA-2017-103506,7/23/2017,Lisa,Ryan,41.4
CA-2017-119011,8/20/2017,Lisa,Ryan,17.22
CA-2017-108000,01-12-2017,Linda,Southworth,9.78
US-2017-128832,4/24/2017,Linda,Southworth,69.98
CA-2015-115420,4/25/2015,Linda,Southworth,21.34
CA-2016-134362,9/29/2016,Linda,Southworth,15.936
CA-2016-114727,7/18/2016,Linda,Southworth,544.008
CA-2017-100223,07-05-2017,Linda,Southworth,332.028
CA-2017-117702,11/28/2017,Lindsay,Shagiari,1.64
US-2015-138919,9/17/2015,Lindsay,Shagiari,344.22
CA-2017-164168,11-12-2017,Lindsay,Shagiari,30.56
CA-2017-108294,12-10-2017,Lindsay,Shagiari,34.5
CA-2016-112025,7/30/2016,Lindsay,Shagiari,9.264
US-2016-125969,11-06-2016,Lindsay,Shagiari,81.424
US-2015-118766,10/15/2015,Lindsay,Shagiari,4.464
CA-2014-137092,10/20/2014,Lindsay,Shagiari,319.968
US-2014-147648,11/26/2014,Lindsay,Shagiari,81.98
CA-2014-115084,10/18/2014,Luke,Schmidt,605.34
CA-2017-169929,9/25/2017,Luke,Schmidt,39.9
US-2017-165869,7/31/2017,Luke,Schmidt,17.52
CA-2014-141110,11/26/2014,Luke,Schmidt,4.32
CA-2016-160129,11/23/2016,Luke,Schmidt,15.8
CA-2017-131618,6/17/2017,Luke,Schmidt,12.224
US-2015-111927,11/14/2015,Lycoris,Saunders,76.14
CA-2015-118955,6/16/2015,Lycoris,Saunders,28.752
CA-2014-130813,01-06-2014,Lycoris,Saunders,19.44
CA-2016-152765,6/15/2016,Lynn,Smith,173.488
CA-2014-124730,11/26/2014,Lynn,Smith,279.96
US-2014-109456,10/16/2014,Lynn,Smith,14.352
CA-2016-136994,5/27/2016,Lynn,Smith,13.38
CA-2015-165414,12/21/2015,Lynn,Smith,47.976
CA-2017-135307,11/26/2017,Lynn,Smith,126.3
CA-2014-126522,09-01-2014,Larry,Tron,53.94
CA-2017-160031,12-04-2017,Larry,Tron,74.352
US-2015-122910,05-12-2015,Larry,Tron,201.584
CA-2016-157364,11/19/2016,Liz,Thompson,18.48
CA-2015-168207,11-02-2015,Liz,Thompson,96.96
US-2015-104430,10/22/2015,Liz,Thompson,5.176
CA-2015-154620,12-12-2015,Liz,Thompson,348.928
US-2014-165659,06-01-2014,Liz,Thompson,22.2
CA-2017-122700,11/26/2017,Liz,Thompson,220.752
CA-2017-147725,9/14/2017,Liz,Thompson,70.95
CA-2016-159373,3/13/2016,Liz,Thompson,70.08
CA-2014-160773,07-01-2014,Laurel,Workman,575.92
CA-2014-164721,11/25/2014,Laurel,Workman,320.88
CA-2017-144820,10-03-2017,Laurel,Workman,20.64
CA-2014-103429,5/30/2014,Laurel,Workman,25.584
CA-2016-109827,12/25/2016,Laurel,Workman,35.445
US-2016-102239,05-05-2016,Lindsay,Williams,1685.88
CA-2017-102834,03-09-2017,Lindsay,Williams,199.98
CA-2017-101245,11/27/2017,Lindsay,Williams,244.55
CA-2017-162978,05-04-2017,Lindsay,Williams,183.96
CA-2017-158407,06-04-2017,Lindsay,Williams,31.984
CA-2017-152142,11/14/2017,Lindsay,Williams,321.568
CA-2016-157280,11-05-2016,Liz,Willingham,273.96
CA-2014-112837,09-11-2014,Liz,Willingham,127.95
CA-2017-117436,06-08-2017,Liz,Willingham,10.36
CA-2016-132997,11-07-2016,Luke,Weiss,263.96
US-2016-117037,5/17/2016,Luke,Weiss,2.89
CA-2017-166128,04-11-2017,Luke,Weiss,199.95
CA-2016-111416,9/17/2016,Luke,Weiss,232.4
CA-2017-102218,09-02-2017,Luke,Weiss,11.696
CA-2014-116246,09-12-2014,Luke,Weiss,3785.292
CA-2017-102659,12-09-2017,Luke,Weiss,54.9
CA-2015-110324,12-01-2015,Matt,Abelman,19.44
CA-2016-128916,8/18/2016,Matt,Abelman,9.552
CA-2017-110373,10/27/2017,Matt,Abelman,7.056
CA-2014-168823,9/21/2014,Matt,Abelman,11.352
CA-2015-143105,12-10-2015,Matt,Abelman,7.31
CA-2017-107727,10/19/2017,Matt,Abelman,29.472
US-2016-117793,8/23/2016,Matt,Abelman,25.2
CA-2015-130974,11/27/2015,Matt,Abelman,40.08
CA-2014-124478,08-08-2014,Matt,Abelman,549.99
CA-2017-158722,10/20/2017,Matt,Abelman,45.528
CA-2014-140732,11-11-2014,Matt,Abelman,575.928
CA-2016-152247,11-07-2016,Michelle,Arnett,1603.136
CA-2014-133704,9/20/2014,Michelle,Arnett,43.92
US-2016-165078,11-05-2016,Michelle,Arnett,104.9
CA-2017-123638,6/27/2017,Michelle,Arnett,191.646
CA-2015-157028,11/28/2015,Michelle,Arnett,8.28
CA-2014-132010,10/13/2014,Michelle,Arnett,36.4
CA-2015-113131,9/24/2015,Maria,Bertelson,6.732
CA-2015-144288,12/25/2015,Maria,Bertelson,9.216
CA-2017-169124,07-03-2017,Maria,Bertelson,129.39
CA-2016-118759,11/14/2016,Maria,Bertelson,408.006
CA-2017-105074,6/24/2017,Maria,Bertelson,21.744
CA-2014-151708,08-08-2014,Maria,Bertelson,121.376
CA-2017-149944,11-12-2017,Maria,Bertelson,18.24
CA-2015-145828,10-05-2015,Maria,Bertelson,53.04
CA-2015-168529,10-08-2015,Maria,Bertelson,145.9
CA-2017-163125,10-09-2017,Maria,Bertelson,67.144
CA-2017-151071,4/25/2017,Mick,Brown,13.904
CA-2017-144498,05-06-2017,Mick,Brown,68.541
CA-2017-122945,11/16/2017,Mick,Brown,17.31
CA-2016-112382,05-09-2016,Mick,Brown,19.136
CA-2016-142524,09-04-2016,Mick,Brown,16.56
US-2016-128902,03-11-2016,Mick,Brown,244.006
CA-2014-141817,01-05-2014,Mick,Brown,19.536
CA-2015-114237,3/13/2015,Marc,Crier,141.96
CA-2015-143119,9/24/2015,Marc,Crier,517.5
CA-2015-105599,09-07-2015,Marc,Crier,13.96
CA-2015-168459,11/22/2015,Marc,Crier,2.946
CA-2016-118899,3/22/2016,Marc,Crier,167.888
CA-2017-154949,10/15/2017,Marc,Crier,14.73
CA-2014-107818,09-08-2014,Marc,Crier,5.88
CA-2016-146318,1/22/2016,Marc,Crier,12.96
CA-2015-161711,11/28/2015,Mark,Cousins,68.16
US-2016-168095,7/15/2016,Mark,Cousins,230.28
CA-2014-140473,5/30/2014,Mark,Cousins,719.976
CA-2016-130050,7/16/2016,Mark,Cousins,9.552
CA-2016-133711,11/26/2016,Mark,Cousins,70.98
CA-2017-167703,02-03-2017,Matt,Collins,5.229
CA-2015-125423,12/13/2015,Matt,Collins,9.96
CA-2015-135314,07-09-2015,Matt,Collins,269.982
CA-2017-115175,08-07-2017,Matt,Collins,244.55
US-2016-157840,12/20/2016,Matt,Collins,33.9
CA-2014-101147,12-02-2014,Matt,Collins,2.394
CA-2015-117772,09-10-2015,Matt,Collins,353.88
US-2017-149510,12-03-2017,Matt,Collins,45.216
CA-2014-130673,5/20/2014,Matt,Collister,10.332
CA-2016-113082,09-12-2016,Matt,Collister,40.48
CA-2016-157868,12/23/2016,Matt,Collister,24.85
CA-2014-127446,11/25/2014,Matt,Collister,24.672
CA-2017-159597,11-09-2017,Matt,Collister,63.56
CA-2016-131835,7/17/2016,Matt,Collister,162.64
CA-2017-145142,1/23/2017,Matt,Connell,210.98
CA-2017-134810,05-09-2017,Matt,Connell,65.232
US-2017-146213,09-09-2017,Matt,Connell,159.96
US-2014-161613,12-01-2014,Matt,Connell,674.058
CA-2016-145492,11/20/2016,Matt,Connell,39
CA-2017-160962,4/28/2017,Matt,Connell,8.384
CA-2014-103989,3/19/2014,Matt,Connell,323.976
CA-2015-145394,11/16/2015,Matt,Connell,21.488
CA-2014-164861,12-03-2014,Matthew,Clasen,25.92
CA-2016-139010,2/21/2016,Matthew,Clasen,12.99
US-2017-151316,6/24/2017,Matthew,Clasen,182.994
US-2014-120175,11/28/2014,Matthew,Clasen,64.02
CA-2014-156594,12/20/2014,Michael,Chen,487.984
CA-2016-146143,12/14/2016,Michael,Chen,133.38
US-2017-102638,12/29/2017,Michael,Chen,6.03
CA-2014-157784,07-05-2014,Michael,Chen,479.97
CA-2017-148446,12-10-2017,Michael,Chen,1669.6
US-2017-128447,11-10-2017,Michael,Chen,400.8
CA-2016-116337,11-07-2016,Michael,Chen,44.46
CA-2015-116512,04-09-2015,Mick,Crebagga,17.94
CA-2017-113075,09-02-2017,Mick,Crebagga,40.68
CA-2016-139808,10-07-2016,Mick,Crebagga,93.36
CA-2015-168809,8/25/2015,Mick,Crebagga,20.104
US-2015-129637,12/17/2015,Mick,Crebagga,180.016
CA-2015-111073,12/26/2015,Mick,Crebagga,51.588
CA-2014-101602,12/15/2014,Mick,Crebagga,40.68
CA-2017-152807,10/30/2017,Mick,Crebagga,20.736
CA-2017-126242,11/19/2017,Mick,Crebagga,305.01
CA-2014-123855,6/18/2014,Mick,Crebagga,139.8
CA-2015-163104,3/19/2015,Mike,Caudle,11.96
CA-2015-148432,11-07-2015,Mike,Caudle,26.18
CA-2016-115504,03-12-2016,Mike,Caudle,12.96
CA-2016-129868,12/26/2016,Mike,Caudle,17.76
CA-2014-132787,9/19/2014,Mike,Caudle,92.52
CA-2016-162383,09-05-2016,Maribeth,Dona,8.952
CA-2017-132290,03-10-2017,Maribeth,Dona,933.408
CA-2015-134782,12/27/2015,Maribeth,Dona,105.42
CA-2017-149181,05-08-2017,Maribeth,Dona,47.992
CA-2017-109757,09-04-2017,Maribeth,Dona,8.256
CA-2014-114251,11-05-2014,Maribeth,Dona,273.568
CA-2014-143371,12/28/2014,Maribeth,Dona,998.82
CA-2017-100055,5/28/2017,Michael,Dominguez,27.46
CA-2017-153654,11/24/2017,Michael,Dominguez,19.008
CA-2017-104024,8/29/2017,Michael,Dominguez,9.408
US-2014-117744,12-02-2014,Michael,Dominguez,58.36
CA-2017-154410,10/21/2017,Michael,Dominguez,909.12
US-2017-124926,11/13/2017,Maria,Etezadi,9.324
CA-2017-148474,06-12-2017,Maria,Etezadi,91.2
CA-2017-143434,11/18/2017,Maria,Etezadi,19.76
CA-2016-159142,04-04-2016,Maria,Etezadi,149.97
CA-2016-152555,3/29/2016,Maria,Etezadi,45.528
CA-2017-137624,11-10-2017,Maria,Etezadi,241.424
CA-2014-167199,01-06-2014,Maria,Etezadi,2573.82
CA-2015-144302,6/19/2015,Maria,Etezadi,5.792
CA-2017-129910,3/30/2017,Maria,Etezadi,59.76
CA-2016-160717,06-06-2016,Maria,Etezadi,3023.928
CA-2015-155635,05-09-2015,Max,Engle,48.81
CA-2017-137449,6/29/2017,Max,Engle,21.392
CA-2017-143756,12-02-2017,Max,Engle,701.96
CA-2015-161830,9/24/2015,Max,Engle,35.96
CA-2014-124807,07-12-2014,Max,Engle,35.856
CA-2017-166415,2/19/2017,Max,Engle,11.22
CA-2017-116645,11/30/2017,Max,Engle,155.94
US-2016-123470,8/15/2016,Max,Engle,18.882
CA-2014-116932,7/21/2014,Michelle,Ellison,99.2
CA-2014-126333,12/23/2014,Michelle,Ellison,5.184
CA-2015-169278,5/21/2015,Michelle,Ellison,26.976
